UF;Codigo da Infracao;Quantidade
MATO GROSSO DO SUL;5975;14
MINAS GERAIS;5975;165
PARA;5975;2
PARAIBA;5975;6
PARANA;5975;153
PERNAMBUCO;5975;8
PIAUI;5975;2
RIO DE JANEIRO;5975;20
RIO GRANDE DO NORTE;5975;2
RIO GRANDE DO SUL;5975;185
RONDONIA;5975;3
SANTA CATARINA;5975;283
SAO PAULO;5975;254
SERGIPE;5975;2
AMAZONAS;5983;1
CEARA;5983;4
DISTRITO FEDERAL;5983;2
GOIAS;5983;4
MARANHAO;5983;3
MINAS GERAIS;5983;4
PERNAMBUCO;5983;4
SANTA CATARINA;5983;3
SAO PAULO;5983;9
SERGIPE;5983;1
ACRE;5991;1
ALAGOAS;5991;38
AMAZONAS;5991;219
AMAPA;5991;7
BAHIA;5991;136
CEARA;5991;333
DISTRITO FEDERAL;5991;96
ESPIRITO SANTO;5991;122
GOIAS;5991;618
MARANHAO;5991;47
MATO GROSSO;5991;37
MATO GROSSO DO SUL;5991;46
MINAS GERAIS;5991;541
PARA;5991;26
PARAIBA;5991;64
PARANA;5991;242
PERNAMBUCO;5991;248
PIAUI;5991;96
RIO DE JANEIRO;5991;393
RIO GRANDE DO NORTE;5991;1139
RIO GRANDE DO SUL;5991;375
RONDONIA;5991;11
RORAIMA;5991;8
SANTA CATARINA;5991;148
SAO PAULO;5991;1935
SERGIPE;5991;46
TOCANTINS;5991;33
AMAZONAS;6009;1
BAHIA;6009;7
CEARA;6009;16
DISTRITO FEDERAL;6009;3
GOIAS;6009;3
MARANHAO;6009;2
MINAS GERAIS;6009;27
PARA;6009;1
PARAIBA;6009;1
PERNAMBUCO;6009;6
RIO DE JANEIRO;6009;44
RIO GRANDE DO NORTE;6009;2
RIO GRANDE DO SUL;6009;3
SANTA CATARINA;6009;13
SAO PAULO;6009;53
ACRE;6017;3
ALAGOAS;6017;20
AMAZONAS;6017;249
AMAPA;6017;3
BAHIA;6017;121
CEARA;6017;212
DISTRITO FEDERAL;6017;29
ESPIRITO SANTO;6017;22
GOIAS;6017;374
MARANHAO;6017;74
MATO GROSSO;6017;22
MATO GROSSO DO SUL;6017;11
MINAS GERAIS;6017;204
PARA;6017;76
PARAIBA;6017;51
PARANA;6017;41
PERNAMBUCO;6017;204
PIAUI;6017;151
RIO DE JANEIRO;6017;124
RIO GRANDE DO NORTE;6017;79
RIO GRANDE DO SUL;6017;56
RONDONIA;6017;9
RORAIMA;6017;1
SANTA CATARINA;6017;96
SAO PAULO;6017;684
SERGIPE;6017;68
TOCANTINS;6017;13
ALAGOAS;6025;2
AMAZONAS;6025;10
AMAPA;6025;125
BAHIA;6025;10
CEARA;6025;5
DISTRITO FEDERAL;6025;14
ESPIRITO SANTO;6025;1
GOIAS;6025;71
MARANHAO;6025;1
MATO GROSSO;6025;5
MATO GROSSO DO SUL;6025;7
MINAS GERAIS;6025;39
PARA;6025;6
PARAIBA;6025;3
PARANA;6025;19
PERNAMBUCO;6025;13
PIAUI;6025;1
RIO DE JANEIRO;6025;44
RIO GRANDE DO NORTE;6025;2
RIO GRANDE DO SUL;6025;15
RONDONIA;6025;9
RORAIMA;6025;3
SANTA CATARINA;6025;9
SAO PAULO;6025;81
SERGIPE;6025;5
TOCANTINS;6025;2
ALAGOAS;6033;24
AMAZONAS;6033;63
AMAPA;6033;4
BAHIA;6033;21
CEARA;6033;4
DISTRITO FEDERAL;6033;13
ESPIRITO SANTO;6033;7
GOIAS;6033;11
MARANHAO;6033;1
MATO GROSSO;6033;6
MATO GROSSO DO SUL;6033;2
MINAS GERAIS;6033;43
PARA;6033;5
PARAIBA;6033;3
PARANA;6033;19
PERNAMBUCO;6033;70
PIAUI;6033;4
RIO DE JANEIRO;6033;31
RIO GRANDE DO NORTE;6033;1
RIO GRANDE DO SUL;6033;27
RONDONIA;6033;2
RORAIMA;6033;1
SANTA CATARINA;6033;4
SAO PAULO;6033;63
SERGIPE;6033;23
TOCANTINS;6033;1
ACRE;6041;38
ALAGOAS;6041;494
AMAZONAS;6041;564
AMAPA;6041;36
BAHIA;6041;1717
CEARA;6041;1594
DISTRITO FEDERAL;6041;305
ESPIRITO SANTO;6041;261
GOIAS;6041;3742
MARANHAO;6041;176
MATO GROSSO;6041;264
MATO GROSSO DO SUL;6041;5368
MINAS GERAIS;6041;3891
PARA;6041;318
PARAIBA;6041;259
PARANA;6041;1224
PERNAMBUCO;6041;1610
PIAUI;6041;507
RIO DE JANEIRO;6041;2021
RIO GRANDE DO NORTE;6041;518
RIO GRANDE DO SUL;6041;1257
RONDONIA;6041;49
RORAIMA;6041;7
SANTA CATARINA;6041;1413
SAO PAULO;6041;21671
SERGIPE;6041;269
TOCANTINS;6041;29
ACRE;6050;145
ALAGOAS;6050;843
AMAZONAS;6050;2015
AMAPA;6050;150
BAHIA;6050;4856
CEARA;6050;14332
DISTRITO FEDERAL;6050;2143
ESPIRITO SANTO;6050;1150
GOIAS;6050;21097
MARANHAO;6050;890
MATO GROSSO;6050;6675
MATO GROSSO DO SUL;6050;2098
MINAS GERAIS;6050;35069
PARA;6050;6323
PARAIBA;6050;2768
PARANA;6050;19171
PERNAMBUCO;6050;8570
PIAUI;6050;2689
RIO DE JANEIRO;6050;28300
RIO GRANDE DO NORTE;6050;2180
RIO GRANDE DO SUL;6050;6970
RONDONIA;6050;605
RORAIMA;6050;4199
SANTA CATARINA;6050;17654
SAO PAULO;6050;114540
SERGIPE;6050;2639
TOCANTINS;6050;1924
ACRE;6068;29
ALAGOAS;6068;49
AMAZONAS;6068;137
AMAPA;6068;9
BAHIA;6068;618
CEARA;6068;135
DISTRITO FEDERAL;6068;484
ESPIRITO SANTO;6068;275
GOIAS;6068;1243
MARANHAO;6068;48
MATO GROSSO;6068;794
MATO GROSSO DO SUL;6068;425
MINAS GERAIS;6068;2532
PARA;6068;157
PARAIBA;6068;40
PARANA;6068;2712
PERNAMBUCO;6068;186
PIAUI;6068;54
RIO DE JANEIRO;6068;749
RIO GRANDE DO NORTE;6068;58
RIO GRANDE DO SUL;6068;822
RONDONIA;6068;149
RORAIMA;6068;30
SANTA CATARINA;6068;1866
SAO PAULO;6068;17388
SERGIPE;6068;100
TOCANTINS;6068;104
ACRE;6076;2
ALAGOAS;6076;18
AMAZONAS;6076;34
AMAPA;6076;30
BAHIA;6076;24
CEARA;6076;109
DISTRITO FEDERAL;6076;34
ESPIRITO SANTO;6076;6
GOIAS;6076;110
MARANHAO;6076;2
MATO GROSSO;6076;6
MATO GROSSO DO SUL;6076;6
MINAS GERAIS;6076;81
PARA;6076;12
PARAIBA;6076;9
PARANA;6076;35
PERNAMBUCO;6076;47
PIAUI;6076;5
RIO DE JANEIRO;6076;48
RIO GRANDE DO NORTE;6076;19
RIO GRANDE DO SUL;6076;72
RONDONIA;6076;17
RORAIMA;6076;2
SANTA CATARINA;6076;41
SAO PAULO;6076;255
SERGIPE;6076;6
TOCANTINS;6076;3
ALAGOAS;6084;12
AMAZONAS;6084;2
BAHIA;6084;210
CEARA;6084;2
DISTRITO FEDERAL;6084;15
ESPIRITO SANTO;6084;13
GOIAS;6084;21
MARANHAO;6084;5
MATO GROSSO;6084;4
MATO GROSSO DO SUL;6084;2
MINAS GERAIS;6084;51
PARA;6084;1
PARAIBA;6084;5
PARANA;6084;13
PERNAMBUCO;6084;14
PIAUI;6084;23
RIO DE JANEIRO;6084;47
RIO GRANDE DO NORTE;6084;13
RIO GRANDE DO SUL;6084;80
SANTA CATARINA;6084;38
SAO PAULO;6084;189
SERGIPE;6084;105
TOCANTINS;6084;1
CEARA;6092;2
GOIAS;6092;1
RIO DE JANEIRO;6092;2
BAHIA;6106;1
GOIAS;6106;1
RIO GRANDE DO SUL;6106;1
SAO PAULO;6106;2
PARANA;6114;1
PIAUI;6114;2
SANTA CATARINA;6114;2
SAO PAULO;6114;3
ACRE;6122;7
ALAGOAS;6122;88
AMAZONAS;6122;151
AMAPA;6122;13
BAHIA;6122;372
CEARA;6122;289
DISTRITO FEDERAL;6122;566
ESPIRITO SANTO;6122;112
GOIAS;6122;473
MARANHAO;6122;55
MATO GROSSO;6122;99
MATO GROSSO DO SUL;6122;33
MINAS GERAIS;6122;575
PARA;6122;91
PARAIBA;6122;89
PARANA;6122;372
PERNAMBUCO;6122;115
PIAUI;6122;141
RIO DE JANEIRO;6122;83
RIO GRANDE DO NORTE;6122;268
RIO GRANDE DO SUL;6122;635
RONDONIA;6122;21
RORAIMA;6122;52
SANTA CATARINA;6122;439
SAO PAULO;6122;2064
SERGIPE;6122;97
TOCANTINS;6122;33
ALAGOAS;6130;6
AMAZONAS;6130;7
AMAPA;6130;3
BAHIA;6130;12
CEARA;6130;8
DISTRITO FEDERAL;6130;15
ESPIRITO SANTO;6130;6
GOIAS;6130;44
MARANHAO;6130;7
MATO GROSSO;6130;9
MATO GROSSO DO SUL;6130;1
MINAS GERAIS;6130;35
PARA;6130;27
PARAIBA;6130;3
PARANA;6130;21
PERNAMBUCO;6130;23
PIAUI;6130;3
RIO DE JANEIRO;6130;18
RIO GRANDE DO NORTE;6130;2
RIO GRANDE DO SUL;6130;17
RONDONIA;6130;1
RORAIMA;6130;4
SANTA CATARINA;6130;76
SAO PAULO;6130;244
SERGIPE;6130;10
TOCANTINS;6130;14
AMAZONAS;6149;1
BAHIA;6149;5
CEARA;6149;1
DISTRITO FEDERAL;6149;2
ESPIRITO SANTO;6149;1
GOIAS;6149;5
MATO GROSSO;6149;1
MINAS GERAIS;6149;8
PARAIBA;6149;2
PARANA;6149;2
PERNAMBUCO;6149;2
PIAUI;6149;2
RIO DE JANEIRO;6149;2
RIO GRANDE DO SUL;6149;4
SANTA CATARINA;6149;3
SAO PAULO;6149;17
ALAGOAS;6157;2
AMAZONAS;6157;1
AMAPA;6157;2
BAHIA;6157;6
GOIAS;6157;5
MATO GROSSO;6157;2
MINAS GERAIS;6157;8
PARA;6157;1
PARANA;6157;8
PERNAMBUCO;6157;6
PIAUI;6157;3
RIO DE JANEIRO;6157;3
RIO GRANDE DO NORTE;6157;1
RIO GRANDE DO SUL;6157;4
SANTA CATARINA;6157;5
SAO PAULO;6157;37
TOCANTINS;6157;1
BAHIA;6165;1
CEARA;6165;2
ESPIRITO SANTO;6165;1
GOIAS;6165;7
MATO GROSSO;6165;1
MINAS GERAIS;6165;11
PARAIBA;6165;2
PARANA;6165;4
RIO DE JANEIRO;6165;3
RIO GRANDE DO NORTE;6165;1
RIO GRANDE DO SUL;6165;15
SANTA CATARINA;6165;6
SAO PAULO;6165;133
ALAGOAS;6173;1
AMAZONAS;6173;8
BAHIA;6173;10
CEARA;6173;5
DISTRITO FEDERAL;6173;17
ESPIRITO SANTO;6173;3
GOIAS;6173;107
MARANHAO;6173;1
MATO GROSSO;6173;5
MATO GROSSO DO SUL;6173;3
MINAS GERAIS;6173;24
PARA;6173;5
PARAIBA;6173;5
PARANA;6173;13
PERNAMBUCO;6173;6
PIAUI;6173;3
RIO GRANDE DO NORTE;6173;4
RIO GRANDE DO SUL;6173;9
RONDONIA;6173;4
RORAIMA;6173;1
SANTA CATARINA;6173;30
SAO PAULO;6173;39
SERGIPE;6173;3
TOCANTINS;6173;3
ALAGOAS;6181;22
AMAZONAS;6181;1
BAHIA;6181;9
CEARA;6181;11
DISTRITO FEDERAL;6181;16
ESPIRITO SANTO;6181;2
GOIAS;6181;7
MATO GROSSO;6181;4
MATO GROSSO DO SUL;6181;2
MINAS GERAIS;6181;77
PARA;6181;1
PARAIBA;6181;4
PARANA;6181;48
PERNAMBUCO;6181;7
RIO DE JANEIRO;6181;1
RIO GRANDE DO NORTE;6181;9
RIO GRANDE DO SUL;6181;33
SANTA CATARINA;6181;24
SAO PAULO;6181;120
SERGIPE;6181;4
TOCANTINS;6181;1
ACRE;6190;1
ALAGOAS;6190;1
AMAZONAS;6190;1
AMAPA;6190;1
BAHIA;6190;1
CEARA;6190;1
DISTRITO FEDERAL;6190;1
ESPIRITO SANTO;6190;1
GOIAS;6190;4
MATO GROSSO DO SUL;6190;1
MINAS GERAIS;6190;23
PARAIBA;6190;1
PARANA;6190;2
RIO GRANDE DO NORTE;6190;1
RIO GRANDE DO SUL;6190;8
SANTA CATARINA;6190;1
SAO PAULO;6190;87
CEARA;6203;1
GOIAS;6203;2
MINAS GERAIS;6203;3
PARANA;6203;1
SANTA CATARINA;6203;2
MINAS GERAIS;6211;1
PARAIBA;6211;1
PARANA;6211;21
PIAUI;6211;1
RIO DE JANEIRO;6211;2
RIO GRANDE DO SUL;6211;1
SANTA CATARINA;6211;2
SAO PAULO;6211;3
ESPIRITO SANTO;6220;1
MINAS GERAIS;6220;1
PARANA;6220;6
GOIAS;6254;1
PERNAMBUCO;6254;1
RIO DE JANEIRO;6254;10
AMAZONAS;6262;1
CEARA;6262;5
ESPIRITO SANTO;6262;1
GOIAS;6262;5
MATO GROSSO;6262;1
MINAS GERAIS;6262;1
PARA;6262;1
PARAIBA;6262;1
PARANA;6262;1
PERNAMBUCO;6262;2
RIO GRANDE DO NORTE;6262;1
RIO GRANDE DO SUL;6262;4
SANTA CATARINA;6262;4
SAO PAULO;6262;12
TOCANTINS;6262;1
ACRE;6270;1
ALAGOAS;6270;24
AMAZONAS;6270;3
AMAPA;6270;4
BAHIA;6270;27
CEARA;6270;52
DISTRITO FEDERAL;6270;90
ESPIRITO SANTO;6270;20
GOIAS;6270;753
MARANHAO;6270;2
MATO GROSSO;6270;14
MATO GROSSO DO SUL;6270;8
MINAS GERAIS;6270;579
PARA;6270;10
PARAIBA;6270;4
PARANA;6270;113
PERNAMBUCO;6270;39
PIAUI;6270;2
RIO DE JANEIRO;6270;14
RIO GRANDE DO NORTE;6270;5
RIO GRANDE DO SUL;6270;152
RONDONIA;6270;6
SANTA CATARINA;6270;121
SAO PAULO;6270;438
TOCANTINS;6270;14
CEARA;6289;1
DISTRITO FEDERAL;6289;1
GOIAS;6289;1
MATO GROSSO;6289;1
MINAS GERAIS;6289;1
PARANA;6289;1
RIO DE JANEIRO;6289;1
RIO GRANDE DO NORTE;6289;1
RIO GRANDE DO SUL;6289;1
SANTA CATARINA;6289;3
SAO PAULO;6289;10
BAHIA;6297;1
GOIAS;6297;1
MATO GROSSO;6297;1
MINAS GERAIS;6297;4
PARANA;6297;1
PERNAMBUCO;6297;1
RIO GRANDE DO SUL;6297;2
SANTA CATARINA;6297;5
SAO PAULO;6297;5
MINAS GERAIS;6300;2
SANTA CATARINA;6300;1
BAHIA;6319;1
MATO GROSSO DO SUL;6319;1
MINAS GERAIS;6319;6
PARANA;6319;4
PERNAMBUCO;6319;1
RIO GRANDE DO SUL;6319;2
SANTA CATARINA;6319;17
SAO PAULO;6319;25
DISTRITO FEDERAL;6327;1
SANTA CATARINA;6327;1
SAO PAULO;6327;19
SERGIPE;6327;2
BAHIA;6335;1
MARANHAO;6335;1
PARANA;6335;1
RIO GRANDE DO SUL;6335;1
SANTA CATARINA;6335;2
SAO PAULO;6335;10
MINAS GERAIS;6343;1
SANTA CATARINA;6343;1
DISTRITO FEDERAL;6351;1
GOIAS;6351;2
RIO GRANDE DO SUL;6351;1
SAO PAULO;6351;2
SAO PAULO;6360;1
ESPIRITO SANTO;6378;1
GOIAS;6378;1
MATO GROSSO;6378;2
MATO GROSSO DO SUL;6378;2
MINAS GERAIS;6378;2
PARANA;6378;2
SANTA CATARINA;6378;3
SAO PAULO;6378;5
DISTRITO FEDERAL;6386;1
ESPIRITO SANTO;6386;1
MINAS GERAIS;6386;1
SAO PAULO;6386;2
AMAZONAS;6394;1
BAHIA;6394;5
CEARA;6394;2
DISTRITO FEDERAL;6394;1
ESPIRITO SANTO;6394;1
GOIAS;6394;13
MATO GROSSO;6394;2
MINAS GERAIS;6394;52
PARANA;6394;22
PERNAMBUCO;6394;4
PIAUI;6394;1
RIO DE JANEIRO;6394;3
RIO GRANDE DO NORTE;6394;2
RIO GRANDE DO SUL;6394;19
RONDONIA;6394;2
SANTA CATARINA;6394;35
SAO PAULO;6394;90
ACRE;6408;34
ALAGOAS;6408;23
AMAZONAS;6408;21
AMAPA;6408;2
BAHIA;6408;45
CEARA;6408;407
DISTRITO FEDERAL;6408;32
ESPIRITO SANTO;6408;24
GOIAS;6408;128
MARANHAO;6408;11
MATO GROSSO;6408;27
MATO GROSSO DO SUL;6408;37
MINAS GERAIS;6408;371
PARA;6408;15
PARAIBA;6408;11
PARANA;6408;285
PERNAMBUCO;6408;300
PIAUI;6408;6
RIO DE JANEIRO;6408;19
RIO GRANDE DO NORTE;6408;12
RIO GRANDE DO SUL;6408;142
RONDONIA;6408;22
RORAIMA;6408;1
SANTA CATARINA;6408;534
SAO PAULO;6408;1533
SERGIPE;6408;7
TOCANTINS;6408;4
BAHIA;6416;2
CEARA;6416;1
GOIAS;6416;3
MATO GROSSO DO SUL;6416;1
MINAS GERAIS;6416;1
PARAIBA;6416;1
PERNAMBUCO;6416;1
RIO DE JANEIRO;6416;2
RIO GRANDE DO SUL;6416;1
SANTA CATARINA;6416;2
SAO PAULO;6416;7
SAO PAULO;6424;1
ACRE;6432;1
ALAGOAS;6432;1
AMAZONAS;6432;1
BAHIA;6432;5
CEARA;6432;7
DISTRITO FEDERAL;6432;4
ESPIRITO SANTO;6432;3
GOIAS;6432;19
MATO GROSSO;6432;8
MINAS GERAIS;6432;24
PARA;6432;1
PARAIBA;6432;1
PARANA;6432;12
PERNAMBUCO;6432;3
RIO GRANDE DO SUL;6432;9
RONDONIA;6432;1
RORAIMA;6432;1
SANTA CATARINA;6432;13
SAO PAULO;6432;59
SERGIPE;6432;1
ALAGOAS;6440;2
BAHIA;6440;1
CEARA;6440;1
DISTRITO FEDERAL;6440;4
GOIAS;6440;6
MATO GROSSO;6440;1
MINAS GERAIS;6440;11
PARANA;6440;4
PERNAMBUCO;6440;5
RIO GRANDE DO SUL;6440;3
RORAIMA;6440;5
SANTA CATARINA;6440;2
SAO PAULO;6440;140
ALAGOAS;6459;1
BAHIA;6459;1
DISTRITO FEDERAL;6459;1
GOIAS;6459;7
MATO GROSSO;6459;1
MINAS GERAIS;6459;10
PARANA;6459;1
RIO GRANDE DO NORTE;6459;1
RIO GRANDE DO SUL;6459;4
SANTA CATARINA;6459;7
SAO PAULO;6459;9
MINAS GERAIS;6475;1
ALAGOAS;6483;1
AMAZONAS;6483;10
BAHIA;6483;9
CEARA;6483;4
DISTRITO FEDERAL;6483;9
ESPIRITO SANTO;6483;3
GOIAS;6483;44
MARANHAO;6483;1
MATO GROSSO;6483;3
MATO GROSSO DO SUL;6483;5
MINAS GERAIS;6483;51
PARA;6483;1
PARAIBA;6483;9
PARANA;6483;3
PERNAMBUCO;6483;74
PIAUI;6483;13
RIO DE JANEIRO;6483;16
RIO GRANDE DO NORTE;6483;4
RIO GRANDE DO SUL;6483;29
RONDONIA;6483;1
SANTA CATARINA;6483;29
SAO PAULO;6483;231
SERGIPE;6483;2
TOCANTINS;6483;1
ALAGOAS;6491;10
AMAZONAS;6491;19
AMAPA;6491;1
BAHIA;6491;25
CEARA;6491;15
DISTRITO FEDERAL;6491;7
ESPIRITO SANTO;6491;8
GOIAS;6491;45
MARANHAO;6491;2
MATO GROSSO;6491;4
MATO GROSSO DO SUL;6491;8
MINAS GERAIS;6491;89
PARA;6491;5
PARAIBA;6491;4
PARANA;6491;38
PERNAMBUCO;6491;74
PIAUI;6491;4
RIO DE JANEIRO;6491;86
RIO GRANDE DO NORTE;6491;3
RIO GRANDE DO SUL;6491;39
SANTA CATARINA;6491;67
SAO PAULO;6491;225
BAHIA;6505;1
CEARA;6505;1
DISTRITO FEDERAL;6505;1
GOIAS;6505;2
MINAS GERAIS;6505;3
RIO DE JANEIRO;6505;1
RIO GRANDE DO SUL;6505;4
SANTA CATARINA;6505;4
SAO PAULO;6505;5
BAHIA;6513;1
MINAS GERAIS;6513;2
PARANA;6513;1
RIO DE JANEIRO;6513;1
RIO GRANDE DO SUL;6513;1
SANTA CATARINA;6513;2
SAO PAULO;6513;2
GOIAS;6521;5
MINAS GERAIS;6521;1
PARANA;6521;1
PERNAMBUCO;6521;3
RIO DE JANEIRO;6521;1
SAO PAULO;6521;2
ACRE;6530;12
ALAGOAS;6530;25
AMAZONAS;6530;11
AMAPA;6530;2
BAHIA;6530;80
CEARA;6530;16
DISTRITO FEDERAL;6530;381
ESPIRITO SANTO;6530;47
GOIAS;6530;1198
MARANHAO;6530;9
MATO GROSSO;6530;36
MATO GROSSO DO SUL;6530;99
MINAS GERAIS;6530;2180
PARA;6530;5
PARAIBA;6530;6
PARANA;6530;785
PERNAMBUCO;6530;31
PIAUI;6530;3
RIO DE JANEIRO;6530;43
RIO GRANDE DO NORTE;6530;11
RIO GRANDE DO SUL;6530;518
RONDONIA;6530;26
RORAIMA;6530;3
SANTA CATARINA;6530;805
SAO PAULO;6530;4982
SERGIPE;6530;31
TOCANTINS;6530;70
ACRE;6548;2
ALAGOAS;6548;1
AMAZONAS;6548;4
BAHIA;6548;42
CEARA;6548;2
DISTRITO FEDERAL;6548;38
ESPIRITO SANTO;6548;2
GOIAS;6548;361
MARANHAO;6548;6
MATO GROSSO;6548;7
MATO GROSSO DO SUL;6548;2
MINAS GERAIS;6548;56
PARANA;6548;6
PERNAMBUCO;6548;3
RIO DE JANEIRO;6548;18
RIO GRANDE DO NORTE;6548;1
RIO GRANDE DO SUL;6548;6
RONDONIA;6548;5
SANTA CATARINA;6548;94
SAO PAULO;6548;22
SERGIPE;6548;2
TOCANTINS;6548;3
ACRE;6556;18
ALAGOAS;6556;101
AMAZONAS;6556;107
AMAPA;6556;10
BAHIA;6556;77
CEARA;6556;96
DISTRITO FEDERAL;6556;47
ESPIRITO SANTO;6556;24
GOIAS;6556;390
MARANHAO;6556;35
MATO GROSSO;6556;134
MATO GROSSO DO SUL;6556;26
MINAS GERAIS;6556;676
PARA;6556;37
PARAIBA;6556;26
PARANA;6556;120
PERNAMBUCO;6556;309
PIAUI;6556;2
RIO DE JANEIRO;6556;88
RIO GRANDE DO NORTE;6556;23
RIO GRANDE DO SUL;6556;212
RONDONIA;6556;88
RORAIMA;6556;15
SANTA CATARINA;6556;340
SAO PAULO;6556;584
SERGIPE;6556;33
TOCANTINS;6556;22
ACRE;6564;12
ALAGOAS;6564;48
AMAZONAS;6564;54
AMAPA;6564;5
BAHIA;6564;113
CEARA;6564;130
DISTRITO FEDERAL;6564;8
ESPIRITO SANTO;6564;15
GOIAS;6564;73
MARANHAO;6564;18
MATO GROSSO;6564;15
MATO GROSSO DO SUL;6564;24
MINAS GERAIS;6564;163
PARA;6564;43
PARAIBA;6564;38
PARANA;6564;82
PERNAMBUCO;6564;59
PIAUI;6564;27
RIO DE JANEIRO;6564;41
RIO GRANDE DO NORTE;6564;22
RIO GRANDE DO SUL;6564;57
RONDONIA;6564;7
RORAIMA;6564;4
SANTA CATARINA;6564;67
SAO PAULO;6564;573
SERGIPE;6564;12
BAHIA;6572;2
CEARA;6572;2
MATO GROSSO;6572;2
MINAS GERAIS;6572;1
PARANA;6572;1
RIO DE JANEIRO;6572;4
RIO GRANDE DO SUL;6572;1
SANTA CATARINA;6572;1
SAO PAULO;6572;1
ACRE;6580;4
ALAGOAS;6580;29
AMAZONAS;6580;40
AMAPA;6580;3
BAHIA;6580;58
CEARA;6580;64
DISTRITO FEDERAL;6580;14
ESPIRITO SANTO;6580;15
GOIAS;6580;160
MARANHAO;6580;85
MATO GROSSO;6580;76
MATO GROSSO DO SUL;6580;37
MINAS GERAIS;6580;189
PARA;6580;45
PARAIBA;6580;15
PARANA;6580;122
PERNAMBUCO;6580;29
PIAUI;6580;5
RIO DE JANEIRO;6580;65
RIO GRANDE DO NORTE;6580;13
RIO GRANDE DO SUL;6580;70
RONDONIA;6580;26
RORAIMA;6580;5
SANTA CATARINA;6580;60
SAO PAULO;6580;479
SERGIPE;6580;12
TOCANTINS;6580;16
ACRE;6599;378
ALAGOAS;6599;1122
AMAZONAS;6599;791
AMAPA;6599;262
BAHIA;6599;3855
CEARA;6599;7275
DISTRITO FEDERAL;6599;1947
ESPIRITO SANTO;6599;1294
GOIAS;6599;7326
MARANHAO;6599;394
MATO GROSSO;6599;1672
MATO GROSSO DO SUL;6599;1497
MINAS GERAIS;6599;17028
PARA;6599;1105
PARAIBA;6599;368
PARANA;6599;4492
PERNAMBUCO;6599;2906
PIAUI;6599;55
RIO DE JANEIRO;6599;1847
RIO GRANDE DO NORTE;6599;683
RIO GRANDE DO SUL;6599;5811
RONDONIA;6599;1415
RORAIMA;6599;240
SANTA CATARINA;6599;5706
SAO PAULO;6599;21628
SERGIPE;6599;475
TOCANTINS;6599;231
ACRE;6602;7
ALAGOAS;6602;34
AMAZONAS;6602;30
AMAPA;6602;4
BAHIA;6602;96
CEARA;6602;359
DISTRITO FEDERAL;6602;106
ESPIRITO SANTO;6602;54
GOIAS;6602;637
MARANHAO;6602;27
MATO GROSSO;6602;164
MATO GROSSO DO SUL;6602;178
MINAS GERAIS;6602;659
PARA;6602;35
PARAIBA;6602;11
PARANA;6602;611
PERNAMBUCO;6602;212
PIAUI;6602;18
RIO DE JANEIRO;6602;79
RIO GRANDE DO NORTE;6602;16
RIO GRANDE DO SUL;6602;408
RONDONIA;6602;36
RORAIMA;6602;8
SANTA CATARINA;6602;412
SAO PAULO;6602;2361
SERGIPE;6602;25
TOCANTINS;6602;22
ACRE;6610;3
ALAGOAS;6610;64
AMAZONAS;6610;31
AMAPA;6610;1
BAHIA;6610;112
CEARA;6610;117
DISTRITO FEDERAL;6610;165
ESPIRITO SANTO;6610;43
GOIAS;6610;598
MARANHAO;6610;26
MATO GROSSO;6610;52
MATO GROSSO DO SUL;6610;124
MINAS GERAIS;6610;612
PARA;6610;15
PARAIBA;6610;21
PARANA;6610;332
PERNAMBUCO;6610;182
PIAUI;6610;4
RIO DE JANEIRO;6610;20
RIO GRANDE DO NORTE;6610;29
RIO GRANDE DO SUL;6610;415
RONDONIA;6610;37
RORAIMA;6610;11
SANTA CATARINA;6610;811
SAO PAULO;6610;806
SERGIPE;6610;27
TOCANTINS;6610;13
ALAGOAS;6629;8
BAHIA;6629;5
CEARA;6629;26
DISTRITO FEDERAL;6629;1
ESPIRITO SANTO;6629;14
GOIAS;6629;6
MATO GROSSO;6629;1
MINAS GERAIS;6629;10
PARAIBA;6629;1
PARANA;6629;13
PERNAMBUCO;6629;43
RIO DE JANEIRO;6629;16
RIO GRANDE DO NORTE;6629;8
RIO GRANDE DO SUL;6629;27
RONDONIA;6629;1
SANTA CATARINA;6629;44
SAO PAULO;6629;14
SERGIPE;6629;2
ACRE;6637;46
ALAGOAS;6637;99
AMAZONAS;6637;164
AMAPA;6637;19
BAHIA;6637;338
CEARA;6637;606
DISTRITO FEDERAL;6637;256
ESPIRITO SANTO;6637;161
GOIAS;6637;1885
MARANHAO;6637;129
MATO GROSSO;6637;310
MATO GROSSO DO SUL;6637;233
MINAS GERAIS;6637;2178
PARA;6637;103
PARAIBA;6637;202
PARANA;6637;841
PERNAMBUCO;6637;428
PIAUI;6637;31
RIO DE JANEIRO;6637;132
RIO GRANDE DO NORTE;6637;69
RIO GRANDE DO SUL;6637;1371
RONDONIA;6637;89
RORAIMA;6637;11
SANTA CATARINA;6637;1404
SAO PAULO;6637;4758
SERGIPE;6637;245
TOCANTINS;6637;104
ACRE;6645;6
ALAGOAS;6645;33
AMAZONAS;6645;6
AMAPA;6645;2
BAHIA;6645;226
CEARA;6645;174
DISTRITO FEDERAL;6645;75
ESPIRITO SANTO;6645;64
GOIAS;6645;883
MARANHAO;6645;25
MATO GROSSO;6645;116
MATO GROSSO DO SUL;6645;134
MINAS GERAIS;6645;1006
PARA;6645;80
PARAIBA;6645;39
PARANA;6645;571
PERNAMBUCO;6645;157
PIAUI;6645;31
