UF;Codigo da Infraçcao;Quantidade
RIO GRANDE DO SUL;5967;502
RONDONIA;5967;99
RORAIMA;5967;7
SANTA CATARINA;5967;1000
SAO PAULO;5967;3216
SERGIPE;5967;61
TOCANTINS;5967;86
ACRE;5975;4
BAHIA;5975;9
CEARA;5975;6
DISTRITO FEDERAL;5975;28
ESPIRITO SANTO;5975;2
GOIAS;5975;59
MATO GROSSO;5975;1
MATO GROSSO DO SUL;5975;5
MINAS GERAIS;5975;78
PARA;5975;2
PARAIBA;5975;3
PARANA;5975;182
PERNAMBUCO;5975;21
PIAUI;5975;2
RIO DE JANEIRO;5975;6
RIO GRANDE DO SUL;5975;93
RORAIMA;5975;1
SANTA CATARINA;5975;119
SAO PAULO;5975;104
ALAGOAS;5983;1
AMAZONAS;5983;1
BAHIA;5983;2
DISTRITO FEDERAL;5983;1
PARANA;5983;2
PERNAMBUCO;5983;1
RIO DE JANEIRO;5983;1
RIO GRANDE DO SUL;5983;2
SANTA CATARINA;5983;2
SAO PAULO;5983;2
SERGIPE;5983;1
ACRE;5991;10
ALAGOAS;5991;24
AMAZONAS;5991;310
AMAPA;5991;5
BAHIA;5991;122
CEARA;5991;245
DISTRITO FEDERAL;5991;77
ESPIRITO SANTO;5991;104
GOIAS;5991;693
MARANHAO;5991;112
MATO GROSSO;5991;47
MATO GROSSO DO SUL;5991;13
MINAS GERAIS;5991;318
PARA;5991;40
PARAIBA;5991;78
PARANA;5991;289
PERNAMBUCO;5991;174
PIAUI;5991;37
RIO DE JANEIRO;5991;109
RIO GRANDE DO NORTE;5991;516
RIO GRANDE DO SUL;5991;197
RONDONIA;5991;6
RORAIMA;5991;4
SANTA CATARINA;5991;84
SAO PAULO;5991;1429
SERGIPE;5991;258
TOCANTINS;5991;23
BAHIA;6009;2
CEARA;6009;18
DISTRITO FEDERAL;6009;3
GOIAS;6009;7
MATO GROSSO;6009;1
MINAS GERAIS;6009;9
PERNAMBUCO;6009;5
RIO DE JANEIRO;6009;3
RIO GRANDE DO SUL;6009;4
SANTA CATARINA;6009;4
SAO PAULO;6009;34
ACRE;6017;20
ALAGOAS;6017;25
AMAZONAS;6017;129
AMAPA;6017;6
BAHIA;6017;63
CEARA;6017;236
DISTRITO FEDERAL;6017;45
ESPIRITO SANTO;6017;13
GOIAS;6017;349
MARANHAO;6017;43
MATO GROSSO;6017;44
MATO GROSSO DO SUL;6017;6
MINAS GERAIS;6017;121
PARA;6017;192
PARAIBA;6017;34
PARANA;6017;50
PERNAMBUCO;6017;200
PIAUI;6017;66
RIO DE JANEIRO;6017;56
RIO GRANDE DO NORTE;6017;36
RIO GRANDE DO SUL;6017;11
RONDONIA;6017;15
RORAIMA;6017;2
SANTA CATARINA;6017;37
SAO PAULO;6017;348
SERGIPE;6017;190
TOCANTINS;6017;18
AMAZONAS;6025;6
AMAPA;6025;96
BAHIA;6025;14
CEARA;6025;8
DISTRITO FEDERAL;6025;13
ESPIRITO SANTO;6025;2
GOIAS;6025;67
MARANHAO;6025;2
MATO GROSSO;6025;2
MATO GROSSO DO SUL;6025;1
MINAS GERAIS;6025;28
PARA;6025;2
PARAIBA;6025;2
PARANA;6025;31
PERNAMBUCO;6025;14
RIO DE JANEIRO;6025;13
RIO GRANDE DO NORTE;6025;3
RIO GRANDE DO SUL;6025;7
RONDONIA;6025;4
RORAIMA;6025;1
SANTA CATARINA;6025;7
SAO PAULO;6025;77
SERGIPE;6025;27
TOCANTINS;6025;1
ALAGOAS;6033;27
AMAZONAS;6033;49
AMAPA;6033;3
BAHIA;6033;25
CEARA;6033;7
DISTRITO FEDERAL;6033;6
ESPIRITO SANTO;6033;3
GOIAS;6033;4
MARANHAO;6033;3
MATO GROSSO;6033;2
MATO GROSSO DO SUL;6033;1
MINAS GERAIS;6033;25
PARA;6033;8
PARAIBA;6033;4
PARANA;6033;15
PERNAMBUCO;6033;51
PIAUI;6033;2
RIO DE JANEIRO;6033;17
RIO GRANDE DO SUL;6033;15
RORAIMA;6033;2
SANTA CATARINA;6033;5
SAO PAULO;6033;53
SERGIPE;6033;170
ACRE;6041;36
ALAGOAS;6041;397
AMAZONAS;6041;533
AMAPA;6041;40
BAHIA;6041;767
CEARA;6041;753
DISTRITO FEDERAL;6041;355
ESPIRITO SANTO;6041;232
GOIAS;6041;3278
MARANHAO;6041;469
MATO GROSSO;6041;264
MATO GROSSO DO SUL;6041;4606
MINAS GERAIS;6041;2865
PARA;6041;845
PARAIBA;6041;357
PARANA;6041;1796
PERNAMBUCO;6041;1384
PIAUI;6041;270
RIO DE JANEIRO;6041;772
RIO GRANDE DO NORTE;6041;327
RIO GRANDE DO SUL;6041;577
RONDONIA;6041;37
RORAIMA;6041;14
SANTA CATARINA;6041;603
SAO PAULO;6041;21535
SERGIPE;6041;854
TOCANTINS;6041;58
ACRE;6050;403
ALAGOAS;6050;616
AMAZONAS;6050;1436
AMAPA;6050;136
BAHIA;6050;3777
CEARA;6050;9041
DISTRITO FEDERAL;6050;6159
ESPIRITO SANTO;6050;810
GOIAS;6050;19662
MARANHAO;6050;848
MATO GROSSO;6050;11605
MATO GROSSO DO SUL;6050;2016
MINAS GERAIS;6050;27240
PARA;6050;13544
PARAIBA;6050;1730
PARANA;6050;27499
PERNAMBUCO;6050;8378
PIAUI;6050;1911
RIO DE JANEIRO;6050;3413
RIO GRANDE DO NORTE;6050;759
RIO GRANDE DO SUL;6050;3461
RONDONIA;6050;611
RORAIMA;6050;5825
SANTA CATARINA;6050;8328
SAO PAULO;6050;97404
SERGIPE;6050;5837
TOCANTINS;6050;1656
ACRE;6068;23
ALAGOAS;6068;43
AMAZONAS;6068;77
AMAPA;6068;30
BAHIA;6068;613
CEARA;6068;123
DISTRITO FEDERAL;6068;319
ESPIRITO SANTO;6068;119
GOIAS;6068;733
MARANHAO;6068;42
MATO GROSSO;6068;577
MATO GROSSO DO SUL;6068;260
MINAS GERAIS;6068;1645
PARA;6068;113
PARAIBA;6068;33
PARANA;6068;1679
PERNAMBUCO;6068;126
PIAUI;6068;33
RIO DE JANEIRO;6068;350
RIO GRANDE DO NORTE;6068;39
RIO GRANDE DO SUL;6068;521
RONDONIA;6068;93
RORAIMA;6068;19
SANTA CATARINA;6068;1112
SAO PAULO;6068;3922
SERGIPE;6068;205
TOCANTINS;6068;58
ACRE;6076;19
ALAGOAS;6076;8
AMAZONAS;6076;24
AMAPA;6076;13
BAHIA;6076;57
CEARA;6076;79
DISTRITO FEDERAL;6076;14
ESPIRITO SANTO;6076;11
GOIAS;6076;114
MARANHAO;6076;16
MATO GROSSO;6076;10
MATO GROSSO DO SUL;6076;1
MINAS GERAIS;6076;57
PARA;6076;15
PARAIBA;6076;5
PARANA;6076;30
PERNAMBUCO;6076;53
PIAUI;6076;3
RIO DE JANEIRO;6076;62
RIO GRANDE DO NORTE;6076;16
RIO GRANDE DO SUL;6076;35
RONDONIA;6076;9
SANTA CATARINA;6076;18
SAO PAULO;6076;239
SERGIPE;6076;2
TOCANTINS;6076;3
ALAGOAS;6084;5
AMAPA;6084;1
BAHIA;6084;19
CEARA;6084;3
DISTRITO FEDERAL;6084;16
ESPIRITO SANTO;6084;8
GOIAS;6084;17
MATO GROSSO;6084;12
MATO GROSSO DO SUL;6084;2
MINAS GERAIS;6084;28
PARA;6084;1
PARAIBA;6084;9
PARANA;6084;13
PERNAMBUCO;6084;4
PIAUI;6084;6
RIO DE JANEIRO;6084;34
RIO GRANDE DO NORTE;6084;8
RIO GRANDE DO SUL;6084;41
RONDONIA;6084;3
SANTA CATARINA;6084;43
SAO PAULO;6084;117
SERGIPE;6084;256
SANTA CATARINA;6092;1
SAO PAULO;6092;2
SAO PAULO;6106;1
SERGIPE;6106;3
GOIAS;6114;2
ACRE;6122;10
ALAGOAS;6122;52
AMAZONAS;6122;73
AMAPA;6122;9
BAHIA;6122;304
CEARA;6122;260
DISTRITO FEDERAL;6122;867
ESPIRITO SANTO;6122;75
GOIAS;6122;422
MARANHAO;6122;91
MATO GROSSO;6122;48
MATO GROSSO DO SUL;6122;22
MINAS GERAIS;6122;434
PARA;6122;104
PARAIBA;6122;93
PARANA;6122;419
PERNAMBUCO;6122;90
PIAUI;6122;69
RIO DE JANEIRO;6122;100
RIO GRANDE DO NORTE;6122;144
RIO GRANDE DO SUL;6122;312
RONDONIA;6122;49
RORAIMA;6122;30
SANTA CATARINA;6122;283
SAO PAULO;6122;1163
SERGIPE;6122;154
TOCANTINS;6122;16
AMAZONAS;6130;5
BAHIA;6130;37
CEARA;6130;9
DISTRITO FEDERAL;6130;38
GOIAS;6130;31
MARANHAO;6130;10
MATO GROSSO DO SUL;6130;1
MINAS GERAIS;6130;40
PARA;6130;19
PARAIBA;6130;5
PARANA;6130;26
PERNAMBUCO;6130;24
PIAUI;6130;1
RIO DE JANEIRO;6130;25
RIO GRANDE DO NORTE;6130;2
RIO GRANDE DO SUL;6130;16
RONDONIA;6130;3
RORAIMA;6130;13
SANTA CATARINA;6130;20
SAO PAULO;6130;212
SERGIPE;6130;14
TOCANTINS;6130;1
BAHIA;6149;4
CEARA;6149;1
DISTRITO FEDERAL;6149;1
ESPIRITO SANTO;6149;1
GOIAS;6149;9
MINAS GERAIS;6149;4
PARA;6149;1
PARAIBA;6149;6
PARANA;6149;2
PERNAMBUCO;6149;1
PIAUI;6149;1
RIO DE JANEIRO;6149;2
SANTA CATARINA;6149;1
SAO PAULO;6149;7
SERGIPE;6149;1
ALAGOAS;6157;7
AMAZONAS;6157;4
BAHIA;6157;3
CEARA;6157;2
DISTRITO FEDERAL;6157;7
GOIAS;6157;4
MARANHAO;6157;1
MINAS GERAIS;6157;8
PARAIBA;6157;1
PARANA;6157;7
PERNAMBUCO;6157;2
PIAUI;6157;2
RIO DE JANEIRO;6157;2
RIO GRANDE DO SUL;6157;3
SANTA CATARINA;6157;3
SAO PAULO;6157;22
SERGIPE;6157;3
AMAZONAS;6165;1
BAHIA;6165;4
CEARA;6165;1
GOIAS;6165;3
MINAS GERAIS;6165;5
PARA;6165;1
PARANA;6165;3
PERNAMBUCO;6165;2
RIO DE JANEIRO;6165;3
RIO GRANDE DO SUL;6165;14
SANTA CATARINA;6165;2
SAO PAULO;6165;72
ALAGOAS;6173;1
AMAZONAS;6173;3
BAHIA;6173;3
CEARA;6173;4
DISTRITO FEDERAL;6173;9
ESPIRITO SANTO;6173;5
GOIAS;6173;25
MARANHAO;6173;6
MATO GROSSO;6173;7
MATO GROSSO DO SUL;6173;5
MINAS GERAIS;6173;20
PARA;6173;10
PARAIBA;6173;6
PARANA;6173;17
RIO DE JANEIRO;6173;1
RIO GRANDE DO NORTE;6173;3
RIO GRANDE DO SUL;6173;6
RONDONIA;6173;1
SANTA CATARINA;6173;23
SAO PAULO;6173;29
SERGIPE;6173;6
TOCANTINS;6173;1
AMAZONAS;6181;3
BAHIA;6181;5
CEARA;6181;4
DISTRITO FEDERAL;6181;10
GOIAS;6181;6
MATO GROSSO;6181;5
MINAS GERAIS;6181;54
PARAIBA;6181;4
PARANA;6181;59
PERNAMBUCO;6181;1
RIO DE JANEIRO;6181;2
RIO GRANDE DO NORTE;6181;4
RIO GRANDE DO SUL;6181;9
RONDONIA;6181;1
SANTA CATARINA;6181;16
SAO PAULO;6181;54
SERGIPE;6181;13
ACRE;6190;7
BAHIA;6190;1
DISTRITO FEDERAL;6190;2
GOIAS;6190;1
MINAS GERAIS;6190;11
PARAIBA;6190;1
PARANA;6190;7
PERNAMBUCO;6190;2
RIO DE JANEIRO;6190;2
RIO GRANDE DO NORTE;6190;1
RONDONIA;6190;1
SANTA CATARINA;6190;2
SAO PAULO;6190;40
GOIAS;6203;1
MARANHAO;6203;1
MATO GROSSO DO SUL;6203;1
SAO PAULO;6203;2
GOIAS;6211;1
PARA;6211;1
PARAIBA;6211;1
PARANA;6211;14
PERNAMBUCO;6211;1
RIO DE JANEIRO;6211;4
SANTA CATARINA;6211;4
SAO PAULO;6211;1
MINAS GERAIS;6220;1
PARA;6220;1
PARANA;6220;7
RIO DE JANEIRO;6220;1
SANTA CATARINA;6220;2
GOIAS;6254;3
MINAS GERAIS;6254;1
SAO PAULO;6254;1
ALAGOAS;6262;2
BAHIA;6262;1
CEARA;6262;1
MATO GROSSO DO SUL;6262;1
MINAS GERAIS;6262;7
PARA;6262;1
PARANA;6262;2
PERNAMBUCO;6262;1
RIO GRANDE DO SUL;6262;1
SAO PAULO;6262;7
ACRE;6270;4
ALAGOAS;6270;5
AMAZONAS;6270;2
BAHIA;6270;32
CEARA;6270;43
DISTRITO FEDERAL;6270;72
ESPIRITO SANTO;6270;16
GOIAS;6270;452
MARANHAO;6270;3
MATO GROSSO;6270;9
MATO GROSSO DO SUL;6270;12
MINAS GERAIS;6270;209
PARA;6270;10
PARAIBA;6270;1
PARANA;6270;125
PERNAMBUCO;6270;59
PIAUI;6270;2
RIO DE JANEIRO;6270;12
RIO GRANDE DO NORTE;6270;2
RIO GRANDE DO SUL;6270;67
RONDONIA;6270;2
SANTA CATARINA;6270;91
SAO PAULO;6270;154
SERGIPE;6270;4
TOCANTINS;6270;12
CEARA;6289;1
MINAS GERAIS;6289;4
PARANA;6289;1
RIO GRANDE DO SUL;6289;1
SANTA CATARINA;6289;1
SAO PAULO;6289;6
DISTRITO FEDERAL;6297;1
ESPIRITO SANTO;6297;1
GOIAS;6297;1
MATO GROSSO;6297;1
MINAS GERAIS;6297;4
PARANA;6297;1
PERNAMBUCO;6297;1
PIAUI;6297;1
RIO GRANDE DO SUL;6297;1
SANTA CATARINA;6297;1
SAO PAULO;6297;9
AMAZONAS;6319;1
CEARA;6319;1
MARANHAO;6319;1
MATO GROSSO;6319;1
MATO GROSSO DO SUL;6319;1
MINAS GERAIS;6319;4
PARANA;6319;4
RIO GRANDE DO SUL;6319;1
SANTA CATARINA;6319;6
SAO PAULO;6319;13
GOIAS;6327;3
MATO GROSSO;6327;2
MINAS GERAIS;6327;2
PARANA;6327;2
SAO PAULO;6327;15
CEARA;6335;1
ESPIRITO SANTO;6335;1
SAO PAULO;6335;5
RIO DE JANEIRO;6351;1
SANTA CATARINA;6351;1
PARANA;6360;2
GOIAS;6378;1
MINAS GERAIS;6378;1
PARANA;6378;5
RIO GRANDE DO SUL;6378;3
SANTA CATARINA;6378;33
SAO PAULO;6378;4
DISTRITO FEDERAL;6386;1
ESPIRITO SANTO;6386;1
MINAS GERAIS;6386;1
PARA;6386;1
PARANA;6386;1
RIO DE JANEIRO;6386;1
SANTA CATARINA;6386;1
SAO PAULO;6386;5
ACRE;6394;1
BAHIA;6394;3
CEARA;6394;1
DISTRITO FEDERAL;6394;1
ESPIRITO SANTO;6394;1
GOIAS;6394;7
MATO GROSSO;6394;2
MATO GROSSO DO SUL;6394;1
MINAS GERAIS;6394;17
PARAIBA;6394;1
PARANA;6394;7
PERNAMBUCO;6394;2
PIAUI;6394;1
RIO DE JANEIRO;6394;3
RIO GRANDE DO SUL;6394;8
RONDONIA;6394;2
SANTA CATARINA;6394;13
SAO PAULO;6394;62
ACRE;6408;51
ALAGOAS;6408;8
AMAZONAS;6408;39
BAHIA;6408;40
CEARA;6408;428
DISTRITO FEDERAL;6408;42
ESPIRITO SANTO;6408;14
GOIAS;6408;100
MARANHAO;6408;3
MATO GROSSO;6408;25
MATO GROSSO DO SUL;6408;45
MINAS GERAIS;6408;291
PARA;6408;15
PARAIBA;6408;18
PARANA;6408;219
PERNAMBUCO;6408;507
PIAUI;6408;14
RIO DE JANEIRO;6408;18
RIO GRANDE DO NORTE;6408;13
RIO GRANDE DO SUL;6408;105
RONDONIA;6408;9
RORAIMA;6408;1
SANTA CATARINA;6408;282
SAO PAULO;6408;852
SERGIPE;6408;6
TOCANTINS;6408;6
ACRE;6416;1
BAHIA;6416;1
ESPIRITO SANTO;6416;1
GOIAS;6416;2
MATO GROSSO;6416;1
MATO GROSSO DO SUL;6416;2
MINAS GERAIS;6416;1
PARAIBA;6416;1
PARANA;6416;1
PERNAMBUCO;6416;1
RIO DE JANEIRO;6416;4
RIO GRANDE DO SUL;6416;1
SAO PAULO;6416;3
SERGIPE;6416;1
ACRE;6432;1
ALAGOAS;6432;1
AMAZONAS;6432;2
BAHIA;6432;11
CEARA;6432;1
DISTRITO FEDERAL;6432;2
ESPIRITO SANTO;6432;1
GOIAS;6432;14
MARANHAO;6432;1
MATO GROSSO;6432;4
MATO GROSSO DO SUL;6432;2
MINAS GERAIS;6432;15
PARANA;6432;11
PERNAMBUCO;6432;4
RIO DE JANEIRO;6432;1
RIO GRANDE DO NORTE;6432;1
RIO GRANDE DO SUL;6432;18
RONDONIA;6432;1
RORAIMA;6432;2
SANTA CATARINA;6432;12
SAO PAULO;6432;32
SERGIPE;6432;2
ACRE;6440;1
ALAGOAS;6440;1
BAHIA;6440;4
CEARA;6440;3
DISTRITO FEDERAL;6440;7
GOIAS;6440;2
MATO GROSSO DO SUL;6440;4
MINAS GERAIS;6440;6
PARANA;6440;5
PERNAMBUCO;6440;4
RIO GRANDE DO SUL;6440;3
RORAIMA;6440;2
SANTA CATARINA;6440;6
SAO PAULO;6440;88
SERGIPE;6440;2
AMAZONAS;6459;1
BAHIA;6459;2
CEARA;6459;1
DISTRITO FEDERAL;6459;1
ESPIRITO SANTO;6459;1
GOIAS;6459;4
MARANHAO;6459;1
MATO GROSSO;6459;3
MATO GROSSO DO SUL;6459;2
MINAS GERAIS;6459;5
PARAIBA;6459;1
PARANA;6459;7
PERNAMBUCO;6459;1
RIO DE JANEIRO;6459;1
SANTA CATARINA;6459;4
SAO PAULO;6459;4
TOCANTINS;6459;2
ESPIRITO SANTO;6467;1
SANTA CATARINA;6467;1
MATO GROSSO;6475;1
ALAGOAS;6483;1
AMAZONAS;6483;10
BAHIA;6483;7
CEARA;6483;6
DISTRITO FEDERAL;6483;6
ESPIRITO SANTO;6483;3
GOIAS;6483;32
MARANHAO;6483;1
MATO GROSSO DO SUL;6483;1
MINAS GERAIS;6483;22
PARA;6483;1
PARAIBA;6483;4
PARANA;6483;10
PERNAMBUCO;6483;75
PIAUI;6483;7
RIO DE JANEIRO;6483;3
RIO GRANDE DO NORTE;6483;1
RIO GRANDE DO SUL;6483;12
RORAIMA;6483;1
SANTA CATARINA;6483;12
SAO PAULO;6483;167
SERGIPE;6483;14
ALAGOAS;6491;4
AMAZONAS;6491;12
AMAPA;6491;1
BAHIA;6491;30
CEARA;6491;11
DISTRITO FEDERAL;6491;6
ESPIRITO SANTO;6491;6
GOIAS;6491;31
MARANHAO;6491;5
MATO GROSSO;6491;7
MINAS GERAIS;6491;50
PARA;6491;7
PARAIBA;6491;6
PARANA;6491;69
PERNAMBUCO;6491;117
PIAUI;6491;10
RIO DE JANEIRO;6491;20
RIO GRANDE DO SUL;6491;36
SANTA CATARINA;6491;21
SAO PAULO;6491;167
SERGIPE;6491;8
MINAS GERAIS;6505;1
PARA;6505;1
PARANA;6505;1
RIO DE JANEIRO;6505;1
RIO GRANDE DO SUL;6505;1
SANTA CATARINA;6505;1
SAO PAULO;6505;11
BAHIA;6513;1
GOIAS;6513;1
MINAS GERAIS;6513;1
PARANA;6513;1
PERNAMBUCO;6513;1
RIO DE JANEIRO;6513;1
SAO PAULO;6513;1
BAHIA;6521;2
GOIAS;6521;6
MINAS GERAIS;6521;3
PERNAMBUCO;6521;1
SAO PAULO;6521;1
ACRE;6530;29
ALAGOAS;6530;17
AMAZONAS;6530;5
AMAPA;6530;1
BAHIA;6530;56
CEARA;6530;15
DISTRITO FEDERAL;6530;355
ESPIRITO SANTO;6530;100
GOIAS;6530;1063
MARANHAO;6530;8
MATO GROSSO;6530;49
MATO GROSSO DO SUL;6530;98
MINAS GERAIS;6530;1448
PARA;6530;19
PARAIBA;6530;11
PARANA;6530;903
PERNAMBUCO;6530;27
PIAUI;6530;2
RIO DE JANEIRO;6530;54
RIO GRANDE DO NORTE;6530;11
RIO GRANDE DO SUL;6530;258
RONDONIA;6530;28
RORAIMA;6530;3
SANTA CATARINA;6530;475
SAO PAULO;6530;4077
SERGIPE;6530;75
TOCANTINS;6530;37
BAHIA;6548;56
DISTRITO FEDERAL;6548;19
ESPIRITO SANTO;6548;3
GOIAS;6548;316
MARANHAO;6548;4
MATO GROSSO;6548;8
MATO GROSSO DO SUL;6548;7
MINAS GERAIS;6548;47
PARA;6548;1
PARANA;6548;10
PERNAMBUCO;6548;2
PIAUI;6548;1
RIO DE JANEIRO;6548;20
RIO GRANDE DO NORTE;6548;1
RIO GRANDE DO SUL;6548;4
RONDONIA;6548;1
RORAIMA;6548;1
SANTA CATARINA;6548;45
SAO PAULO;6548;41
SERGIPE;6548;4
ACRE;6556;36
ALAGOAS;6556;29
AMAZONAS;6556;105
AMAPA;6556;11
BAHIA;6556;74
CEARA;6556;63
DISTRITO FEDERAL;6556;35
ESPIRITO SANTO;6556;19
GOIAS;6556;289
MARANHAO;6556;28
MATO GROSSO;6556;90
MATO GROSSO DO SUL;6556;22
MINAS GERAIS;6556;589
PARA;6556;30
PARAIBA;6556;44
PARANA;6556;93
PERNAMBUCO;6556;354
PIAUI;6556;5
RIO DE JANEIRO;6556;87
RIO GRANDE DO NORTE;6556;18
RIO GRANDE DO SUL;6556;128
RONDONIA;6556;24
RORAIMA;6556;11
SANTA CATARINA;6556;161
SAO PAULO;6556;514
SERGIPE;6556;15
TOCANTINS;6556;15
ACRE;6564;30
ALAGOAS;6564;16
AMAZONAS;6564;25
AMAPA;6564;3
BAHIA;6564;103
CEARA;6564;131
DISTRITO FEDERAL;6564;4
ESPIRITO SANTO;6564;26
GOIAS;6564;56
MARANHAO;6564;20
MATO GROSSO;6564;17
MATO GROSSO DO SUL;6564;15
MINAS GERAIS;6564;128
PARA;6564;33
PARAIBA;6564;62
PARANA;6564;105
PERNAMBUCO;6564;58
PIAUI;6564;22
RIO DE JANEIRO;6564;66
RIO GRANDE DO NORTE;6564;12
RIO GRANDE DO SUL;6564;34
RONDONIA;6564;3
RORAIMA;6564;4
SANTA CATARINA;6564;44
SAO PAULO;6564;352
SERGIPE;6564;11
TOCANTINS;6564;11
BAHIA;6572;1
MATO GROSSO;6572;1
PARANA;6572;1
RIO DE JANEIRO;6572;8
SAO PAULO;6572;6
ACRE;6580;13
ALAGOAS;6580;6
AMAZONAS;6580;31
AMAPA;6580;1
BAHIA;6580;43
CEARA;6580;65
DISTRITO FEDERAL;6580;23
ESPIRITO SANTO;6580;28
GOIAS;6580;144
MARANHAO;6580;63
MATO GROSSO;6580;67
MATO GROSSO DO SUL;6580;26
MINAS GERAIS;6580;152
PARA;6580;16
PARAIBA;6580;29
PARANA;6580;133
PERNAMBUCO;6580;45
PIAUI;6580;10
RIO DE JANEIRO;6580;85
RIO GRANDE DO NORTE;6580;9
RIO GRANDE DO SUL;6580;49
RONDONIA;6580;10
RORAIMA;6580;3
SANTA CATARINA;6580;35
SAO PAULO;6580;469
SERGIPE;6580;2
TOCANTINS;6580;9
ACRE;6599;1114
ALAGOAS;6599;553
AMAZONAS;6599;1078
AMAPA;6599;163
BAHIA;6599;2339
CEARA;6599;6189
DISTRITO FEDERAL;6599;2073
ESPIRITO SANTO;6599;2207
GOIAS;6599;5727
MARANHAO;6599;293
MATO GROSSO;6599;1426
MATO GROSSO DO SUL;6599;926
MINAS GERAIS;6599;10515
PARA;6599;956
PARAIBA;6599;597
PARANA;6599;4086
PERNAMBUCO;6599;2759
PIAUI;6599;47
RIO DE JANEIRO;6599;1753
RIO GRANDE DO NORTE;6599;606
RIO GRANDE DO SUL;6599;3637
RONDONIA;6599;386
RORAIMA;6599;136
SANTA CATARINA;6599;3255
SAO PAULO;6599;15620
SERGIPE;6599;187
TOCANTINS;6599;234
ACRE;6602;26
ALAGOAS;6602;10
AMAZONAS;6602;24
AMAPA;6602;1
BAHIA;6602;77
CEARA;6602;244
DISTRITO FEDERAL;6602;89
ESPIRITO SANTO;6602;63
GOIAS;6602;507
MARANHAO;6602;19
MATO GROSSO;6602;165
MATO GROSSO DO SUL;6602;88
MINAS GERAIS;6602;524
PARA;6602;34
PARAIBA;6602;25
PARANA;6602;544
PERNAMBUCO;6602;279
PIAUI;6602;17
RIO DE JANEIRO;6602;95
RIO GRANDE DO NORTE;6602;10
RIO GRANDE DO SUL;6602;248
RONDONIA;6602;10
RORAIMA;6602;6
SANTA CATARINA;6602;235
SAO PAULO;6602;1554
SERGIPE;6602;18
TOCANTINS;6602;16
ACRE;6610;7
ALAGOAS;6610;45
AMAZONAS;6610;29
AMAPA;6610;2
BAHIA;6610;96
CEARA;6610;127
DISTRITO FEDERAL;6610;163
ESPIRITO SANTO;6610;79
GOIAS;6610;451
MARANHAO;6610;11
MATO GROSSO;6610;48
MATO GROSSO DO SUL;6610;108
MINAS GERAIS;6610;424
PARA;6610;13
PARAIBA;6610;27
PARANA;6610;340
PERNAMBUCO;6610;174
PIAUI;6610;4
RIO DE JANEIRO;6610;23
RIO GRANDE DO NORTE;6610;22
RIO GRANDE DO SUL;6610;193
RONDONIA;6610;12
RORAIMA;6610;22
SANTA CATARINA;6610;417
SAO PAULO;6610;587
SERGIPE;6610;9
TOCANTINS;6610;8
ALAGOAS;6629;11
BAHIA;6629;7
CEARA;6629;25
DISTRITO FEDERAL;6629;2
ESPIRITO SANTO;6629;29
GOIAS;6629;3
MINAS GERAIS;6629;4
PARA;6629;2
PARAIBA;6629;6
PARANA;6629;3
PERNAMBUCO;6629;24
RIO DE JANEIRO;6629;15
RIO GRANDE DO NORTE;6629;6
RIO GRANDE DO SUL;6629;14
SANTA CATARINA;6629;9
SAO PAULO;6629;8
ACRE;6637;112
ALAGOAS;6637;62
AMAZONAS;6637;168
AMAPA;6637;10
BAHIA;6637;317
CEARA;6637;533
DISTRITO FEDERAL;6637;213
ESPIRITO SANTO;6637;314
GOIAS;6637;1448
MARANHAO;6637;57
MATO GROSSO;6637;239
MATO GROSSO DO SUL;6637;156
MINAS GERAIS;6637;1536
PARA;6637;52
PARAIBA;6637;282
PARANA;6637;669
PERNAMBUCO;6637;465
PIAUI;6637;25
RIO DE JANEIRO;6637;154
RIO GRANDE DO NORTE;6637;58
RIO GRANDE DO SUL;6637;691
RONDONIA;6637;36
RORAIMA;6637;10
SANTA CATARINA;6637;730
SAO PAULO;6637;3786
SERGIPE;6637;86
TOCANTINS;6637;62
ACRE;6645;14
ALAGOAS;6645;21
AMAZONAS;6645;9
AMAPA;6645;1
BAHIA;6645;263
CEARA;6645;196
DISTRITO FEDERAL;6645;49
ESPIRITO SANTO;6645;56
GOIAS;6645;674
MARANHAO;6645;18
MATO GROSSO;6645;108
MATO GROSSO DO SUL;6645;95
MINAS GERAIS;6645;579
PARA;6645;40
PARAIBA;6645;19
PARANA;6645;381
PERNAMBUCO;6645;165
PIAUI;6645;25
RIO DE JANEIRO;6645;48
RIO GRANDE DO NORTE;6645;35
RIO GRANDE DO SUL;6645;363
RONDONIA;6645;35
RORAIMA;6645;37
SANTA CATARINA;6645;426
SAO PAULO;6645;684
SERGIPE;6645;26
TOCANTINS;6645;42
ACRE;6653;44
ALAGOAS;6653;21
AMAZONAS;6653;72
AMAPA;6653;9
BAHIA;6653;78
CEARA;6653;55
DISTRITO FEDERAL;6653;113
ESPIRITO SANTO;6653;175
GOIAS;6653;445
MARANHAO;6653;26
MATO GROSSO;6653;143
MATO GROSSO DO SUL;6653;45
MINAS GERAIS;6653;480
PARA;6653;16
PARAIBA;6653;36
PARANA;6653;368
PERNAMBUCO;6653;57
PIAUI;6653;2
RIO DE JANEIRO;6653;23
RIO GRANDE DO NORTE;6653;24
RIO GRANDE DO SUL;6653;374
RONDONIA;6653;26
RORAIMA;6653;8
SANTA CATARINA;6653;316
SAO PAULO;6653;941
SERGIPE;6653;8
TOCANTINS;6653;34
ACRE;6661;2
